"category","sound1","sound2","response"
"Sneezing","06","06",8
"Snoring","06","06",8
"ThroatClearing","06","06",8
"Thunder","06","06",7.7
"TrainBrakes","06","06",8
"TrainSignal","06","06",7.8
"TrainWagons","06","06",7.9
"Waterfall","06","06",7.8
"Wind","06","06",8
"BirdsFlyingOff","07","06",4.6
"BirdSong","07","06",3
"BirdSquawk","07","06",1.7
"CarHorn","07","06",2.1
"CarSkidding","07","06",4
"CarStarting","07","06",3.1
"CatHissing","07","06",1.8
"CatMeowing","07","06",6
"CatPurring","07","06",3
"ChildrenPlaying","07","06",3.2
"CocktailParty","07","06",3.4
"CoughingAdultFemale","07","06",4.5
"CoughingAdultMale","07","06",4.9
"CowMoo","07","06",3
"CrowdApplause","07","06",4.1
"CrowdCheering","07","06",3.7
"CryingAdultFemale","07","06",4.5
"CryingAdultMale","07","06",2.2
"CryingChild","07","06",4.8
"DogBarking","07","06",3
"DogGrowling","07","06",3.8
"DogHowling","07","06",4.2
"Drilling","07","06",2.8
"DrillingPneumatic","07","06",2.5
"Fire","07","06",4.4
"Footsteps","07","06",2.8
"Hammer","07","06",2.9
"Helicopter","07","06",1.6
"HorseGalloping","07","06",4.5
"HorseNeighing","07","06",1.6
"HorseSnorting","07","06",2.2
"InsectsBuzzing","07","06",5.1
"InsectsStridulation","07","06",3.1
"JetPassing","07","06",2.1
"LaughingAdultFemale","07","06",5
"LaughingAdultMale","07","06",2.3
"LaughingChild","07","06",3.4
"LaughingGroup","07","06",2.1
"Propeller","07","06",2.8
"Rain","07","06",2.2
"River","07","06",3.9
"Sawing","07","06",3.8
"SawingManual","07","06",4.3
"SeaWaves","07","06",1.8
"Sneezing","07","06",3.6
"Snoring","07","06",2.2
"ThroatClearing","07","06",2.9
"Thunder","07","06",4
"TrainBrakes","07","06",2.5
"TrainSignal","07","06",5.2
"TrainWagons","07","06",6.9
"Waterfall","07","06",6.3
"Wind","07","06",5.1
"BirdsFlyingOff","08","06",4.2
"BirdSong","08","06",3.7
"BirdSquawk","08","06",2
"CarHorn","08","06",2.1
"CarSkidding","08","06",4.7
"CarStarting","08","06",4.2
"CatHissing","08","06",2.6
"CatMeowing","08","06",1.8
"CatPurring","08","06",4.7
"ChildrenPlaying","08","06",3.3
"CocktailParty","08","06",3.5
"CoughingAdultFemale","08","06",4.5
"CoughingAdultMale","08","06",2.5
"CowMoo","08","06",3.8
"CrowdApplause","08","06",5.7
"CrowdCheering","08","06",1.9
"CryingAdultFemale","08","06",2.3
"CryingAdultMale","08","06",2.3
"CryingChild","08","06",2.5
"DogBarking","08","06",3.1
"DogGrowling","08","06",3.1
"DogHowling","08","06",3.5
"Drilling","08","06",2.8
"DrillingPneumatic","08","06",2.6
"Fire","08","06",3.6
"Footsteps","08","06",2.3
"Hammer","08","06",2.3
"Helicopter","08","06",1.7
"HorseGalloping","08","06",5.5
"HorseNeighing","08","06",1.8
"HorseSnorting","08","06",4.6
"InsectsBuzzing","08","06",4.5
"InsectsStridulation","08","06",4
"JetPassing","08","06",3.8
"LaughingAdultFemale","08","06",3.7
"LaughingAdultMale","08","06",2.9
"LaughingChild","08","06",5.6
"LaughingGroup","08","06",3.1
"Propeller","08","06",4.7
"Rain","08","06",3.3
"River","08","06",5.7
"Sawing","08","06",1.9
"SawingManual","08","06",4.8
"SeaWaves","08","06",1.7
"Sneezing","08","06",3.3
"Snoring","08","06",3
"ThroatClearing","08","06",1.4
"Thunder","08","06",5.1
"TrainBrakes","08","06",3.8
"TrainSignal","08","06",3.3
"TrainWagons","08","06",2.8
"Waterfall","08","06",4.3
"Wind","08","06",4.4
"BirdsFlyingOff","09","06",3.4
"BirdSong","09","06",5.3
"BirdSquawk","09","06",1.3
"CarHorn","09","06",3.4
"CarSkidding","09","06",3.3
"CarStarting","09","06",4.2
"CatHissing","09","06",2.2
"CatMeowing","09","06",4.2
"CatPurring","09","06",2.6
"ChildrenPlaying","09","06",2.2
"CocktailParty","09","06",3.7
"CoughingAdultFemale","09","06",2.4
"CoughingAdultMale","09","06",2.3
"CowMoo","09","06",2.7
"CrowdApplause","09","06",3.9
"CrowdCheering","09","06",1.6
"CryingAdultFemale","09","06",2
"CryingAdultMale","09","06",2.6
"CryingChild","09","06",2.3
"DogBarking","09","06",2.4
"DogGrowling","09","06",4.3
"DogHowling","09","06",2.3
"Drilling","09","06",4.1
"DrillingPneumatic","09","06",2.4
"Fire","09","06",5.3
"Footsteps","09","06",4
"Hammer","09","06",2.4
"Helicopter","09","06",2
"HorseGalloping","09","06",5
"HorseNeighing","09","06",1.7
"HorseSnorting","09","06",4.5
"InsectsBuzzing","09","06",5.1
"InsectsStridulation","09","06",2.6
"JetPassing","09","06",1.6
"LaughingAdultFemale","09","06",3.2
"LaughingAdultMale","09","06",2.1
"LaughingChild","09","06",2.8
"LaughingGroup","09","06",4.4
"Propeller","09","06",2.6
"Rain","09","06",1.8
"River","09","06",1.9
"Sawing","09","06",1.8
"SawingManual","09","06",4.3
"SeaWaves","09","06",1.5
"Sneezing","09","06",4.1
"Snoring","09","06",2.1
"ThroatClearing","09","06",4.4
"Thunder","09","06",3.6
"TrainBrakes","09","06",3.3
"TrainSignal","09","06",3.9
"TrainWagons","09","06",3.7
"Waterfall","09","06",3.9
"Wind","09","06",3.3
"BirdsFlyingOff","10","06",2.1
"BirdSong","10","06",3.5
"BirdSquawk","10","06",2.9
"CarHorn","10","06",3.3
"CarSkidding","10","06",2.7
"CarStarting","10","06",3.1
"CatHissing","10","06",2.8
"CatMeowing","10","06",2.9
"CatPurring","10","06",3.2
"ChildrenPlaying","10","06",2.2
"CocktailParty","10","06",3.8
"CoughingAdultFemale","10","06",3.3
"CoughingAdultMale","10","06",2.2
"CowMoo","10","06",2.8
"CrowdApplause","10","06",4.8
"CrowdCheering","10","06",2.4
"CryingAdultFemale","10","06",4.5
"CryingAdultMale","10","06",3.9
"CryingChild","10","06",1.9
"DogBarking","10","06",3.9
"DogGrowling","10","06",2.7
"DogHowling","10","06",3.3
"Drilling","10","06",2.6
"DrillingPneumatic","10","06",3.6
"Fire","10","06",2.9
"Footsteps","10","06",3.8
"Hammer","10","06",1.8
"Helicopter","10","06",2.8
"HorseGalloping","10","06",3.8
"HorseNeighing","10","06",3.7
"HorseSnorting","10","06",5.1
"InsectsBuzzing","10","06",2.4
"InsectsStridulation","10","06",3.8
"JetPassing","10","06",3.4
"LaughingAdultFemale","10","06",3.9
"LaughingAdultMale","10","06",2.8
"LaughingChild","10","06",4.6
"LaughingGroup","10","06",2.7
"Propeller","10","06",1.9
"Rain","10","06",1.5
"River","10","06",2.2
"Sawing","10","06",1.8
"SawingManual","10","06",3.9
"SeaWaves","10","06",1.5
"Sneezing","10","06",3.5
"Snoring","10","06",2.6
"ThroatClearing","10","06",3.8
"Thunder","10","06",4.2
"TrainBrakes","10","06",2.9
"TrainSignal","10","06",4.4
"TrainWagons","10","06",4.7
"Waterfall","10","06",6.5
"Wind","10","06",3.3
"BirdsFlyingOff","01","07",6.3
"BirdSong","01","07",3.6
"BirdSquawk","01","07",2.3
"CarHorn","01","07",1.8
"CarSkidding","01","07",3.3
"CarStarting","01","07",3.3
"CatHissing","01","07",3
"CatMeowing","01","07",2.2
"CatPurring","01","07",1.9
"ChildrenPlaying","01","07",2.6
"CocktailParty","01","07",3.1
"CoughingAdultFemale","01","07",2.8
"CoughingAdultMale","01","07",3.2
"CowMoo","01","07",2.9
"CrowdApplause","01","07",3.9
"CrowdCheering","01","07",3.8
"CryingAdultFemale","01","07",3.9
"CryingAdultMale","01","07",2.3
"CryingChild","01","07",4
"DogBarking","01","07",2.4
"DogGrowling","01","07",3.3
"DogHowling","01","07",3.3
"Drilling","01","07",2.7
"DrillingPneumatic","01","07",2.9
"Fire","01","07",4.9
"Footsteps","01","07",1.7
"Hammer","01","07",3.4
"Helicopter","01","07",3.9
"HorseGalloping","01","07",3.3
"HorseNeighing","01","07",3.9
"HorseSnorting","01","07",1.6
"InsectsBuzzing","01","07",3.4
"InsectsStridulation","01","07",3
"JetPassing","01","07",1.8
"LaughingAdultFemale","01","07",3.8
"LaughingAdultMale","01","07",1.4
"LaughingChild","01","07",5.3
"LaughingGroup","01","07",4.1
"Propeller","01","07",3.7
"Rain","01","07",4.3
"River","01","07",2.5
"Sawing","01","07",4
"SawingManual","01","07",2.6
"SeaWaves","01","07",2.6
"Sneezing","01","07",2.5
"Snoring","01","07",4.9
"ThroatClearing","01","07",3
"Thunder","01","07",6.2
"TrainBrakes","01","07",2.4
"TrainSignal","01","07",3
"TrainWagons","01","07",3.7
"Waterfall","01","07",3.8
"Wind","01","07",4.2
"BirdsFlyingOff","02","07",4.9
"BirdSong","02","07",3.2
"BirdSquawk","02","07",5.8
"CarHorn","02","07",1.6
"CarSkidding","02","07",3.8
"CarStarting","02","07",2.6
"CatHissing","02","07",4
"CatMeowing","02","07",3.9
"CatPurring","02","07",3.4
"ChildrenPlaying","02","07",2.7
"CocktailParty","02","07",3.2
"CoughingAdultFemale","02","07",2.3
"CoughingAdultMale","02","07",3.9
"CowMoo","02","07",3.3
"CrowdApplause","02","07",2.5
"CrowdCheering","02","07",3.7
"CryingAdultFemale","02","07",3.6
"CryingAdultMale","02","07",2.4
"CryingChild","02","07",4.2
"DogBarking","02","07",2.4
"DogGrowling","02","07",3.8
"DogHowling","02","07",3.8
"Drilling","02","07",2.4
"DrillingPneumatic","02","07",3.3
"Fire","02","07",2.6
"Footsteps","02","07",1.4
"Hammer","02","07",2.3
"Helicopter","02","07",3.1
"HorseGalloping","02","07",3.2
"HorseNeighing","02","07",4.9
"HorseSnorting","02","07",3
"InsectsBuzzing","02","07",5.1
"InsectsStridulation","02","07",2.9
"JetPassing","02","07",2.4
"LaughingAdultFemale","02","07",3.7
"LaughingAdultMale","02","07",2
"LaughingChild","02","07",4.1
"LaughingGroup","02","07",5.8
"Propeller","02","07",2.9
"Rain","02","07",3.9
"River","02","07",6
"Sawing","02","07",4
"SawingManual","02","07",3.3
"SeaWaves","02","07",4.2
"Sneezing","02","07",2.1
"Snoring","02","07",5.3
"ThroatClearing","02","07",2.7
"Thunder","02","07",2.8
"TrainBrakes","02","07",2.9
"TrainSignal","02","07",3
"TrainWagons","02","07",3.1
"Waterfall","02","07",3.2
"Wind","02","07",4.2
"BirdsFlyingOff","03","07",2.3
"BirdSong","03","07",2.9
"BirdSquawk","03","07",2.1
"CarHorn","03","07",2
"CarSkidding","03","07",3.4
"CarStarting","03","07",2.3
"CatHissing","03","07",3.2
"CatMeowing","03","07",3.9
"CatPurring","03","07",2.2
"ChildrenPlaying","03","07",4
"CocktailParty","03","07",5.2
"CoughingAdultFemale","03","07",3
"CoughingAdultMale","03","07",2.8
"CowMoo","03","07",3.4
"CrowdApplause","03","07",3.2
"CrowdCheering","03","07",2.9
"CryingAdultFemale","03","07",4.8
"CryingAdultMale","03","07",2.5
"CryingChild","03","07",3.1
"DogBarking","03","07",4.1
"DogGrowling","03","07",5.4
"DogHowling","03","07",3.2
"Drilling","03","07",2.5
"DrillingPneumatic","03","07",2.8
"Fire","03","07",5.1
"Footsteps","03","07",3
"Hammer","03","07",3.2
"Helicopter","03","07",3.8
"HorseGalloping","03","07",3.6
"HorseNeighing","03","07",4.4
"HorseSnorting","03","07",2.5
"InsectsBuzzing","03","07",4.1
"InsectsStridulation","03","07",2.5
"JetPassing","03","07",4.1
"LaughingAdultFemale","03","07",3.6
"LaughingAdultMale","03","07",2.5
"LaughingChild","03","07",4.7
"LaughingGroup","03","07",7.1
"Propeller","03","07",3.1
"Rain","03","07",2.2
"River","03","07",5.2
"Sawing","03","07",3.3
"SawingManual","03","07",2.6
"SeaWaves","03","07",3.2
"Sneezing","03","07",3.7
"Snoring","03","07",4
"ThroatClearing","03","07",2.9
"Thunder","03","07",5.6
"TrainBrakes","03","07",4.6
"TrainSignal","03","07",3.3
"TrainWagons","03","07",4.3
"Waterfall","03","07",4.9
"Wind","03","07",2.5
"BirdsFlyingOff","04","07",5.2
"BirdSong","04","07",4.2
"BirdSquawk","04","07",2.4
"CarHorn","04","07",2.9
"CarSkidding","04","07",3.2
"CarStarting","04","07",2.8
"CatHissing","04","07",2.9
"CatMeowing","04","07",2.5
"CatPurring","04","07",2.3
"ChildrenPlaying","04","07",3.1
"CocktailParty","04","07",3.8
"CoughingAdultFemale","04","07",3.7
"CoughingAdultMale","04","07",3.1
"CowMoo","04","07",4.1
"CrowdApplause","04","07",3.1
"CrowdCheering","04","07",3.9
"CryingAdultFemale","04","07",3.5
"CryingAdultMale","04","07",4.9
"CryingChild","04","07",1.5
"DogBarking","04","07",2.7
"DogGrowling","04","07",3
"DogHowling","04","07",3.3
"Drilling","04","07",2.4
"DrillingPneumatic","04","07",2.7
"Fire","04","07",4.9
"Footsteps","04","07",4.1
"Hammer","04","07",4.1
"Helicopter","04","07",2.6
"HorseGalloping","04","07",3.1
"HorseNeighing","04","07",4.8
"HorseSnorting","04","07",4.4
"InsectsBuzzing","04","07",4
"InsectsStridulation","04","07",3
"JetPassing","04","07",3.8
"LaughingAdultFemale","04","07",4
"LaughingAdultMale","04","07",1.9
"LaughingChild","04","07",4.4
"LaughingGroup","04","07",2.9
"Propeller","04","07",4
"Rain","04","07",4.6
"River","04","07",2.2
"Sawing","04","07",4.3
"SawingManual","04","07",3.1
"SeaWaves","04","07",3.3
"Sneezing","04","07",2
"Snoring","04","07",3
"ThroatClearing","04","07",3.8
"Thunder","04","07",5.2
"TrainBrakes","04","07",4.6
"TrainSignal","04","07",5.9
"TrainWagons","04","07",3.9
"Waterfall","04","07",4.7
"Wind","04","07",1.3
"BirdsFlyingOff","05","07",6.4
"BirdSong","05","07",2.7
"BirdSquawk","05","07",2.9
"CarHorn","05","07",2.4
"CarSkidding","05","07",1.9
"CarStarting","05","07",1.9
"CatHissing","05","07",2.27272727272727
"CatMeowing","05","07",2.7
"CatPurring","05","07",2
"ChildrenPlaying","05","07",4.4
"CocktailParty","05","07",2.6
"CoughingAdultFemale","05","07",3.2
"CoughingAdultMale","05","07",3.1
"CowMoo","05","07",3.6
"CrowdApplause","05","07",3.2
"CrowdCheering","05","07",3.4
"CryingAdultFemale","05","07",4.7
"CryingAdultMale","05","07",2.8
"CryingChild","05","07",2.7
"DogBarking","05","07",2.2
"DogGrowling","05","07",7.1
"DogHowling","05","07",5
"Drilling","05","07",2.6
"DrillingPneumatic","05","07",5.8
"Fire","05","07",5
"Footsteps","05","07",1.9
"Hammer","05","07",1.7
"Helicopter","05","07",3
"HorseGalloping","05","07",1.4
"HorseNeighing","05","07",3.7
"HorseSnorting","05","07",2.6
"InsectsBuzzing","05","07",4.9
"InsectsStridulation","05","07",2.3
"JetPassing","05","07",1.9
"LaughingAdultFemale","05","07",3.2
"LaughingAdultMale","05","07",2.7
"LaughingChild","05","07",3.1
"LaughingGroup","05","07",4.9
"Propeller","05","07",3.7
"Rain","05","07",4.7
"River","05","07",1.8
"Sawing","05","07",4.3
"SawingManual","05","07",2.5
"SeaWaves","05","07",3.3
"Sneezing","05","07",4.1
"Snoring","05","07",3.1
"ThroatClearing","05","07",3.6
"Thunder","05","07",3
"TrainBrakes","05","07",3.6
"TrainSignal","05","07",5.4
"TrainWagons","05","07",2.7
"Waterfall","05","07",4.1
"Wind","05","07",4.5
"BirdsFlyingOff","06","07",6.2
"BirdSong","06","07",3.8
"BirdSquawk","06","07",1.9
"CarHorn","06","07",2.5
"CarSkidding","06","07",5.7
"CarStarting","06","07",3.3
"CatHissing","06","07",1.6
"CatMeowing","06","07",4.9
"CatPurring","06","07",3.4
"ChildrenPlaying","06","07",2.5
"CocktailParty","06","07",3
"CoughingAdultFemale","06","07",4.4
"CoughingAdultMale","06","07",6.7
"CowMoo","06","07",3.6
"CrowdApplause","06","07",3.7
"CrowdCheering","06","07",5.1
"CryingAdultFemale","06","07",5.7
"CryingAdultMale","06","07",1.9
"CryingChild","06","07",5.3
"DogBarking","06","07",2.6
"DogGrowling","06","07",3.1
"DogHowling","06","07",3.8
"Drilling","06","07",2
"DrillingPneumatic","06","07",2.8
"Fire","06","07",4.8
"Footsteps","06","07",2.2
"Hammer","06","07",2
"Helicopter","06","07",2.9
"HorseGalloping","06","07",5.2
"HorseNeighing","06","07",1.8
"HorseSnorting","06","07",3
"InsectsBuzzing","06","07",5.1
"InsectsStridulation","06","07",3.8
"JetPassing","06","07",1.9
"LaughingAdultFemale","06","07",4.9
"LaughingAdultMale","06","07",2
"LaughingChild","06","07",3.5
"LaughingGroup","06","07",3
"Propeller","06","07",3.6
"Rain","06","07",2.5
"River","06","07",4.3
"Sawing","06","07",4.6
"SawingManual","06","07",4.2
"SeaWaves","06","07",2.9
"Sneezing","06","07",2.9
"Snoring","06","07",2.5
"ThroatClearing","06","07",2.4
"Thunder","06","07",3.9
"TrainBrakes","06","07",3.3
"TrainSignal","06","07",4.6
"TrainWagons","06","07",5.5
"Waterfall","06","07",5.4
"Wind","06","07",4
"BirdsFlyingOff","07","07",7.2
"BirdSong","07","07",7.3
"BirdSquawk","07","07",8
"CarHorn","07","07",6.8
"CarSkidding","07","07",8
"CarStarting","07","07",7.9
"CatHissing","07","07",7.63636363636364
"CatMeowing","07","07",8
"CatPurring","07","07",8
"ChildrenPlaying","07","07",8
"CocktailParty","07","07",7.6
"CoughingAdultFemale","07","07",8
"CoughingAdultMale","07","07",8
"CowMoo","07","07",7.9
"CrowdApplause","07","07",8
"CrowdCheering","07","07",8
"CryingAdultFemale","07","07",8
"CryingAdultMale","07","07",8
"CryingChild","07","07",8
"DogBarking","07","07",7.9
"DogGrowling","07","07",8
"DogHowling","07","07",8
"Drilling","07","07",7.6
"DrillingPneumatic","07","07",8
"Fire","07","07",7.9
"Footsteps","07","07",7.4
"Hammer","07","07",8
"Helicopter","07","07",7.9
"HorseGalloping","07","07",7.5
"HorseNeighing","07","07",7.9
"HorseSnorting","07","07",8
"InsectsBuzzing","07","07",8
"InsectsStridulation","07","07",8
"JetPassing","07","07",8
"LaughingAdultFemale","07","07",8
"LaughingAdultMale","07","07",8
"LaughingChild","07","07",7.9
"LaughingGroup","07","07",8
"Propeller","07","07",8
"Rain","07","07",8
"River","07","07",8
"Sawing","07","07",8
"SawingManual","07","07",7.9
"SeaWaves","07","07",7.5
"Sneezing","07","07",8
"Snoring","07","07",7.2
"ThroatClearing","07","07",8
"Thunder","07","07",8
"TrainBrakes","07","07",7.5
"TrainSignal","07","07",8
"TrainWagons","07","07",7.8
"Waterfall","07","07",7.8
"Wind","07","07",8
"BirdsFlyingOff","08","07",5.8
"BirdSong","08","07",5.5
"BirdSquawk","08","07",2
"CarHorn","08","07",1.9
"CarSkidding","08","07",5.7
"CarStarting","08","07",2.1
"CatHissing","08","07",4.4
"CatMeowing","08","07",2.6
"CatPurring","08","07",2
"ChildrenPlaying","08","07",2.1
"CocktailParty","08","07",4
"CoughingAdultFemale","08","07",5.6
"CoughingAdultMale","08","07",3.8
"CowMoo","08","07",5.7
"CrowdApplause","08","07",4.3
"CrowdCheering","08","07",3.8
"CryingAdultFemale","08","07",4.4
"CryingAdultMale","08","07",2.5
"CryingChild","08","07",3.1
"DogBarking","08","07",3.5
"DogGrowling","08","07",3.2
"DogHowling","08","07",4.8
"Drilling","08","07",2.6
"DrillingPneumatic","08","07",5.3
"Fire","08","07",2.6
"Footsteps","08","07",4.1
"Hammer","08","07",1.4
"Helicopter","08","07",3.1
"HorseGalloping","08","07",5.2
"HorseNeighing","08","07",4.6
"HorseSnorting","08","07",3.1
"InsectsBuzzing","08","07",4.9
"InsectsStridulation","08","07",2.4
"JetPassing","08","07",2.5
"LaughingAdultFemale","08","07",3.2
"LaughingAdultMale","08","07",5.2
"LaughingChild","08","07",3.5
"LaughingGroup","08","07",3.9
"Propeller","08","07",3.1
"Rain","08","07",3.2
"River","08","07",4.7
"Sawing","08","07",2.2
"SawingManual","08","07",5.1
"SeaWaves","08","07",4.3
"Sneezing","08","07",2.2
"Snoring","08","07",4.9
"ThroatClearing","08","07",1.7
"Thunder","08","07",4.6
"TrainBrakes","08","07",3
"TrainSignal","08","07",4.1
"TrainWagons","08","07",3
"Waterfall","08","07",2.9
"Wind","08","07",3.2
"BirdsFlyingOff","09","07",3.7
"BirdSong","09","07",4.1
"BirdSquawk","09","07",4.8
"CarHorn","09","07",2
"CarSkidding","09","07",4
"CarStarting","09","07",1.8
"CatHissing","09","07",4.5
"CatMeowing","09","07",5.8
"CatPurring","09","07",2.2
"ChildrenPlaying","09","07",2.8
"CocktailParty","09","07",2.9
"CoughingAdultFemale","09","07",2.2
"CoughingAdultMale","09","07",2.8
"CowMoo","09","07",2.8
"CrowdApplause","09","07",2.8
"CrowdCheering","09","07",3
"CryingAdultFemale","09","07",4.3
"CryingAdultMale","09","07",3.5
"CryingChild","09","07",3.9
"DogBarking","09","07",5.7
"DogGrowling","09","07",3.7
"DogHowling","09","07",2.8
"Drilling","09","07",1.9
"DrillingPneumatic","09","07",6.5
"Fire","09","07",4.3
"Footsteps","09","07",2.9
"Hammer","09","07",3
"Helicopter","09","07",4.1
"HorseGalloping","09","07",3.8
"HorseNeighing","09","07",5.3
"HorseSnorting","09","07",5.1
"InsectsBuzzing","09","07",4.9
"InsectsStridulation","09","07",2.5
"JetPassing","09","07",3.6
"LaughingAdultFemale","09","07",3.3
"LaughingAdultMale","09","07",1.9
"LaughingChild","09","07",2.4
"LaughingGroup","09","07",3.4
"Propeller","09","07",3.4
"Rain","09","07",4.1
"River","09","07",1.7
"Sawing","09","07",2.6
"SawingManual","09","07",3.3
"SeaWaves","09","07",2.8
"Sneezing","09","07",2.6
"Snoring","09","07",4.9
"ThroatClearing","09","07",2.6
"Thunder","09","07",3.8
"TrainBrakes","09","07",4.2
"TrainSignal","09","07",3.6
"TrainWagons","09","07",2.8
"Waterfall","09","07",4.8
"Wind","09","07",3.1
"BirdsFlyingOff","10","07",1.9
"BirdSong","10","07",3.4
"BirdSquawk","10","07",2.2
"CarHorn","10","07",2.3
"CarSkidding","10","07",4
"CarStarting","10","07",1.7
"CatHissing","10","07",4.6
"CatMeowing","10","07",2.2
"CatPurring","10","07",2.5
"ChildrenPlaying","10","07",2.5
"CocktailParty","10","07",2.4
"CoughingAdultFemale","10","07",3.5
"CoughingAdultMale","10","07",3.7
"CowMoo","10","07",2.7
"CrowdApplause","10","07",4.2
"CrowdCheering","10","07",4.5
"CryingAdultFemale","10","07",4.3
"CryingAdultMale","10","07",1.9
"CryingChild","10","07",2.7
"DogBarking","10","07",2.4
"DogGrowling","10","07",2.6
"DogHowling","10","07",3.1
"Drilling","10","07",4.5
"DrillingPneumatic","10","07",2.9
"Fire","10","07",4.2
"Footsteps","10","07",2.2
"Hammer","10","07",1.2
"Helicopter","10","07",2.6
"HorseGalloping","10","07",2.8
"HorseNeighing","10","07",2.7
"HorseSnorting","10","07",4.8
"InsectsBuzzing","10","07",1.7
"InsectsStridulation","10","07",2.8
"JetPassing","10","07",2.6
"LaughingAdultFemale","10","07",4.7
"LaughingAdultMale","10","07",3
"LaughingChild","10","07",5.1
"LaughingGroup","10","07",6.2
"Propeller","10","07",4
"Rain","10","07",3.4
"River","10","07",2
"Sawing","10","07",2
"SawingManual","10","07",4.2
"SeaWaves","10","07",3.5
"Sneezing","10","07",5.3
"Snoring","10","07",5.7
"ThroatClearing","10","07",2.8
"Thunder","10","07",3
"TrainBrakes","10","07",5.4
"TrainSignal","10","07",5.3
"TrainWagons","10","07",4.4
"Waterfall","10","07",6
"Wind","10","07",5.3
"BirdsFlyingOff","01","08",5.5
"BirdSong","01","08",3.5
"BirdSquawk","01","08",1.8
"CarHorn","01","08",1.9
"CarSkidding","01","08",3.8
"CarStarting","01","08",1.7
"CatHissing","01","08",3.8
"CatMeowing","01","08",2.8
"CatPurring","01","08",2.7
"ChildrenPlaying","01","08",2.9
"CocktailParty","01","08",3.2
"CoughingAdultFemale","01","08",3.4
"CoughingAdultMale","01","08",2.3
"CowMoo","01","08",2.6
"CrowdApplause","01","08",3.5
"CrowdCheering","01","08",3.8
"CryingAdultFemale","01","08",2.8
"CryingAdultMale","01","08",4.7
"CryingChild","01","08",2.5
"DogBarking","01","08",2.9
"DogGrowling","01","08",4.2
"DogHowling","01","08",2.7
"Drilling","01","08",3.5
"DrillingPneumatic","01","08",3.1
"Fire","01","08",1.7
"Footsteps","01","08",2.9
"Hammer","01","08",1.4
"Helicopter","01","08",2.8
"HorseGalloping","01","08",4
"HorseNeighing","01","08",4.4
"HorseSnorting","01","08",3
"InsectsBuzzing","01","08",2.3
"InsectsStridulation","01","08",2.6
"JetPassing","01","08",5.2
"LaughingAdultFemale","01","08",3.5
"LaughingAdultMale","01","08",1.7
"LaughingChild","01","08",5.6
"LaughingGroup","01","08",3.5
"Propeller","01","08",3.8
"Rain","01","08",2.8
"River","01","08",2.7
"Sawing","01","08",2.6
"SawingManual","01","08",2.9
"SeaWaves","01","08",4.1
"Sneezing","01","08",4.4
"Snoring","01","08",4.6
"ThroatClearing","01","08",1.7
"Thunder","01","08",4
"TrainBrakes","01","08",3.8
"TrainSignal","01","08",4.9
"TrainWagons","01","08",2.1
"Waterfall","01","08",2.4
"Wind","01","08",3.3
"BirdsFlyingOff","02","08",5
"BirdSong","02","08",3
"BirdSquawk","02","08",1.8
"CarHorn","02","08",2
"CarSkidding","02","08",3.7
"CarStarting","02","08",1.5
"CatHissing","02","08",4.9
"CatMeowing","02","08",2.6
"CatPurring","02","08",5.2
"ChildrenPlaying","02","08",1.4
"CocktailParty","02","08",2.9
"CoughingAdultFemale","02","08",2.1
"CoughingAdultMale","02","08",1.7
"CowMoo","02","08",2.2
"CrowdApplause","02","08",3.5
"CrowdCheering","02","08",2.1
"CryingAdultFemale","02","08",3.7
"CryingAdultMale","02","08",6.4
"CryingChild","02","08",3.1
"DogBarking","02","08",3.2
"DogGrowling","02","08",4.9
"DogHowling","02","08",3.3
"Drilling","02","08",3.3
"DrillingPneumatic","02","08",5.4
"Fire","02","08",2.5
"Footsteps","02","08",2
"Hammer","02","08",2.1
"Helicopter","02","08",2.3
"HorseGalloping","02","08",3.4
"HorseNeighing","02","08",4.6
"HorseSnorting","02","08",6.4
"InsectsBuzzing","02","08",4.1
"InsectsStridulation","02","08",2.1
"JetPassing","02","08",4.7
"LaughingAdultFemale","02","08",3.5
"LaughingAdultMale","02","08",3
"LaughingChild","02","08",5.3
"LaughingGroup","02","08",3
"Propeller","02","08",3.9
"Rain","02","08",2.3
"River","02","08",4
"Sawing","02","08",3.5
"SawingManual","02","08",4.9
"SeaWaves","02","08",3.6
"Sneezing","02","08",4.5
"Snoring","02","08",4.9
"ThroatClearing","02","08",1.4
"Thunder","02","08",4.3
"TrainBrakes","02","08",4.9
"TrainSignal","02","08",3.2
"TrainWagons","02","08",4.9
"Waterfall","02","08",2
"Wind","02","08",4
"BirdsFlyingOff","03","08",2.2
"BirdSong","03","08",2.1
"BirdSquawk","03","08",1.3
"CarHorn","03","08",2.3
"CarSkidding","03","08",2.3
"CarStarting","03","08",2.8
"CatHissing","03","08",3.4
"CatMeowing","03","08",2.5
"CatPurring","03","08",2.9
"ChildrenPlaying","03","08",2
"CocktailParty","03","08",3.5
"CoughingAdultFemale","03","08",4.2
"CoughingAdultMale","03","08",1.7
"CowMoo","03","08",2.8
"CrowdApplause","03","08",5.2
"CrowdCheering","03","08",2.7
"CryingAdultFemale","03","08",4.6
"CryingAdultMale","03","08",3.4
"CryingChild","03","08",2.2
"DogBarking","03","08",3.9
"DogGrowling","03","08",3
"DogHowling","03","08",2.7
"Drilling","03","08",1.7
"DrillingPneumatic","03","08",2.5
"Fire","03","08",1.9
"Footsteps","03","08",3.2
"Hammer","03","08",1.9
"Helicopter","03","08",2.5
"HorseGalloping","03","08",4.2
